time_start,av_x,av_y,av_z,la_x,la_y,la_z
0.0,2.0904541015625,-0.8087158203125,0.46539306640625,-0.0321044921875,-0.367919921875,0.9326171875
0.0,2.06756591796875,-0.78582763671875,0.4730224609375,-0.0318603515625,-0.3681640625,0.9329833984375
0.0,2.08282470703125,-0.78582763671875,0.457763671875,-0.03173828125,-0.36865234375,0.93359375
0.0,2.11334228515625,-0.79345703125,0.46539306640625,-0.031982421875,-0.368408203125,0.93408203125
0.0,2.08282470703125,-0.81634521484375,0.4730224609375,-0.0322265625,-0.36865234375,0.9329833984375
0.0,2.0751953125,-0.79345703125,0.48828125,-0.0316162109375,-0.368408203125,0.9326171875
0.0,2.06756591796875,-0.8087158203125,0.48065185546875,-0.031982421875,-0.3682861328125,0.93359375
0.0,2.08282470703125,-0.79345703125,0.4730224609375,-0.0316162109375,-0.3687744140625,0.9337158203125
0.0,2.06756591796875,-0.8087158203125,0.49591064453125,-0.031494140625,-0.368408203125,0.93310546875
0.0,2.105712890625,-0.8087158203125,0.49591064453125,-0.0316162109375,-0.3677978515625,0.932861328125
0.0,2.08282470703125,-0.78582763671875,0.49591064453125,-0.0316162109375,-0.3681640625,0.933349609375
0.0,2.09808349609375,-0.78582763671875,0.4425048828125,-0.031982421875,-0.3681640625,0.9345703125
0.0,2.1209716796875,-0.83160400390625,0.46539306640625,-0.031982421875,-0.368408203125,0.9339599609375
0.0,2.0904541015625,-0.80108642578125,0.4730224609375,-0.03173828125,-0.3682861328125,0.9326171875
0.0,2.09808349609375,-0.81634521484375,0.49591064453125,-0.031494140625,-0.3677978515625,0.9329833984375
0.0,2.09808349609375,-0.78582763671875,0.457763671875,-0.0322265625,-0.3685302734375,0.9337158203125
0.0,2.105712890625,-0.8087158203125,0.457763671875,-0.0323486328125,-0.368408203125,0.9339599609375
0.0,2.09808349609375,-0.8087158203125,0.48828125,-0.0318603515625,-0.36767578125,0.9337158203125
0.0,2.11334228515625,-0.80108642578125,0.4425048828125,-0.031494140625,-0.3682861328125,0.9329833984375
0.0,2.09808349609375,-0.8087158203125,0.4730224609375,-0.031982421875,-0.3680419921875,0.9332275390625
0.0,2.11334228515625,-0.79345703125,0.51116943359375,-0.0316162109375,-0.367919921875,0.9332275390625
0.0,2.0751953125,-0.79345703125,0.5035400390625,-0.031982421875,-0.3682861328125,0.933349609375
0.0,2.0751953125,-0.79345703125,0.4730224609375,-0.0316162109375,-0.3685302734375,0.93359375
0.0,2.09808349609375,-0.79345703125,0.4730224609375,-0.0322265625,-0.36865234375,0.9332275390625
0.0,2.06756591796875,-0.78582763671875,0.5035400390625,-0.0316162109375,-0.368408203125,0.933349609375
0.0,2.06756591796875,-0.81634521484375,0.51116943359375,-0.0323486328125,-0.36865234375,0.9334716796875
0.0,2.105712890625,-0.78582763671875,0.5035400390625,-0.03173828125,-0.3690185546875,0.93359375
0.0,2.09808349609375,-0.78582763671875,0.48828125,-0.031982421875,-0.3681640625,0.9334716796875
0.0,2.105712890625,-0.79345703125,0.457763671875,-0.03173828125,-0.36865234375,0.9339599609375
0.0,2.13623046875,-0.83160400390625,0.4730224609375,-0.0321044921875,-0.3685302734375,0.933349609375
