time_start,av_x,av_y,av_z,la_x,la_y,la_z
0.0,2.0904541015625,-0.81634521484375,0.4730224609375,-0.03173828125,-0.36865234375,0.9332275390625
0.0,2.06756591796875,-0.80108642578125,0.4730224609375,-0.0322265625,-0.3682861328125,0.932861328125
0.0,2.08282470703125,-0.78582763671875,0.4730224609375,-0.032958984375,-0.3677978515625,0.9329833984375
0.0,2.05230712890625,-0.80108642578125,0.4730224609375,-0.032470703125,-0.368408203125,0.93408203125
0.0,2.09808349609375,-0.823974609375,0.49591064453125,-0.0323486328125,-0.3682861328125,0.93310546875
0.0,2.06756591796875,-0.77056884765625,0.5035400390625,-0.0318603515625,-0.3677978515625,0.93359375
0.0,2.1209716796875,-0.79345703125,0.48065185546875,-0.0323486328125,-0.3680419921875,0.933837890625
0.0,2.105712890625,-0.8087158203125,0.49591064453125,-0.0322265625,-0.3685302734375,0.9329833984375
0.0,2.03704833984375,-0.77056884765625,0.48065185546875,-0.0323486328125,-0.3682861328125,0.93408203125
0.0,2.06756591796875,-0.79345703125,0.49591064453125,-0.032958984375,-0.3677978515625,0.9344482421875
0.0,2.08282470703125,-0.7781982421875,0.49591064453125,-0.031982421875,-0.3677978515625,0.9324951171875
0.0,2.05230712890625,-0.77056884765625,0.49591064453125,-0.032470703125,-0.3685302734375,0.93310546875
0.0,2.08282470703125,-0.80108642578125,0.457763671875,-0.032470703125,-0.368408203125,0.934326171875
0.0,2.0751953125,-0.7781982421875,0.4730224609375,-0.032470703125,-0.3687744140625,0.93359375
0.0,2.0751953125,-0.78582763671875,0.49591064453125,-0.03271484375,-0.3682861328125,0.9339599609375
0.0,2.105712890625,-0.8087158203125,0.46539306640625,-0.0322265625,-0.3681640625,0.93310546875
0.0,2.0904541015625,-0.77056884765625,0.4425048828125,-0.0322265625,-0.367919921875,0.9332275390625
0.0,2.09808349609375,-0.81634521484375,0.457763671875,-0.0321044921875,-0.368408203125,0.933837890625
0.0,2.08282470703125,-0.78582763671875,0.5035400390625,-0.0323486328125,-0.36865234375,0.9329833984375
0.0,2.08282470703125,-0.80108642578125,0.4730224609375,-0.0323486328125,-0.3687744140625,0.9332275390625
0.0,2.08282470703125,-0.81634521484375,0.4425048828125,-0.03271484375,-0.3687744140625,0.933837890625
0.0,2.06756591796875,-0.823974609375,0.457763671875,-0.0328369140625,-0.3687744140625,0.931884765625
0.0,2.02178955078125,-0.7781982421875,0.49591064453125,-0.03271484375,-0.368408203125,0.9329833984375
0.0,2.09808349609375,-0.78582763671875,0.48065185546875,-0.0323486328125,-0.36865234375,0.9337158203125
0.0,2.0599365234375,-0.7476806640625,0.46539306640625,-0.0318603515625,-0.368896484375,0.9337158203125
0.0,2.08282470703125,-0.8392333984375,0.46539306640625,-0.031982421875,-0.367919921875,0.9339599609375
0.0,2.05230712890625,-0.80108642578125,0.46539306640625,-0.03173828125,-0.3682861328125,0.93115234375
0.0,2.044677734375,-0.74005126953125,0.46539306640625,-0.032470703125,-0.3685302734375,0.935791015625
0.0,2.11334228515625,-0.8544921875,0.457763671875,-0.0322265625,-0.36865234375,0.933837890625
0.0,2.11334228515625,-0.83160400390625,0.48828125,-0.03173828125,-0.3671875,0.932373046875
0.0,2.03704833984375,-0.75531005859375,0.46539306640625,-0.0325927734375,-0.3682861328125,0.9326171875
0.0,2.12860107421875,-0.80108642578125,0.48065185546875,-0.0323486328125,-0.367431640625,0.93505859375
0.0,2.05230712890625,-0.823974609375,0.46539306640625,-0.0318603515625,-0.368408203125,0.9329833984375
0.0,2.14385986328125,-0.86212158203125,0.4730224609375,-0.0318603515625,-0.368896484375,0.9324951171875
0.0,2.0599365234375,-0.70953369140625,0.48065185546875,-0.0321044921875,-0.3681640625,0.93408203125
0.0,2.14385986328125,-0.86212158203125,0.49591064453125,-0.032470703125,-0.3671875,0.9320068359375
0.0,2.0294189453125,-0.70953369140625,0.5035400390625,-0.0323486328125,-0.3677978515625,0.9326171875
0.0,2.14385986328125,-0.86212158203125,0.48828125,-0.031982421875,-0.369140625,0.934814453125
0.0,2.0294189453125,-0.762939453125,0.48065185546875,-0.031982421875,-0.3687744140625,0.9329833984375
0.0,2.09808349609375,-0.823974609375,0.48065185546875,-0.0323486328125,-0.3680419921875,0.9337158203125
0.0,2.044677734375,-0.77056884765625,0.4730224609375,-0.032470703125,-0.3682861328125,0.932861328125
0.0,2.08282470703125,-0.8544921875,0.4730224609375,-0.0322265625,-0.3677978515625,0.934326171875
0.0,2.105712890625,-0.8087158203125,0.48065185546875,-0.0323486328125,-0.3677978515625,0.93212890625
0.0,1.9989013671875,-0.7476806640625,0.457763671875,-0.03271484375,-0.3685302734375,0.933349609375
0.0,2.05230712890625,-0.7781982421875,0.46539306640625,-0.031982421875,-0.3685302734375,0.9361572265625
0.0,2.14385986328125,-0.885009765625,0.48065185546875,-0.0318603515625,-0.3682861328125,0.9322509765625
0.0,2.044677734375,-0.77056884765625,0.46539306640625,-0.0322265625,-0.3680419921875,0.9317626953125
0.0,2.0599365234375,-0.78582763671875,0.4730224609375,-0.0322265625,-0.3680419921875,0.9346923828125
0.0,2.0751953125,-0.80108642578125,0.457763671875,-0.0323486328125,-0.3680419921875,0.9349365234375
0.0,2.06756591796875,-0.80108642578125,0.4730224609375,-0.03173828125,-0.3682861328125,0.9334716796875
0.0,2.05230712890625,-0.7781982421875,0.46539306640625,-0.0323486328125,-0.368408203125,0.932861328125
0.0,2.0751953125,-0.80108642578125,0.457763671875,-0.03173828125,-0.367919921875,0.9337158203125
0.0,2.06756591796875,-0.78582763671875,0.5035400390625,-0.03173828125,-0.36767578125,0.9345703125
0.0,2.06756591796875,-0.80108642578125,0.4730224609375,-0.0325927734375,-0.367919921875,0.9339599609375
0.0,2.0751953125,-0.81634521484375,0.48065185546875,-0.032958984375,-0.36767578125,0.934814453125
0.0,2.105712890625,-0.86212158203125,0.43487548828125,-0.0322265625,-0.368408203125,0.931640625
0.0,2.05230712890625,-0.77056884765625,0.4730224609375,-0.0321044921875,-0.368408203125,0.9326171875
0.0,2.05230712890625,-0.80108642578125,0.457763671875,-0.03271484375,-0.3677978515625,0.9334716796875
0.0,2.06756591796875,-0.78582763671875,0.5035400390625,-0.032470703125,-0.368408203125,0.934814453125
0.0,2.12860107421875,-0.83160400390625,0.51116943359375,-0.031982421875,-0.3682861328125,0.93359375
0.0,2.08282470703125,-0.7781982421875,0.4730224609375,-0.0322265625,-0.3681640625,0.9332275390625
0.0,2.1209716796875,-0.8392333984375,0.4730224609375,-0.031982421875,-0.3673095703125,0.9326171875
0.0,2.09808349609375,-0.7781982421875,0.4730224609375,-0.031982421875,-0.368408203125,0.9324951171875
0.0,2.0751953125,-0.762939453125,0.48828125,-0.0322265625,-0.3681640625,0.933837890625
0.0,2.0751953125,-0.77056884765625,0.5035400390625,-0.03271484375,-0.36865234375,0.9354248046875
0.0,2.13623046875,-0.86212158203125,0.48828125,-0.0323486328125,-0.3687744140625,0.93310546875
0.0,2.0599365234375,-0.7781982421875,0.457763671875,-0.031982421875,-0.367919921875,0.931640625
0.0,2.0294189453125,-0.78582763671875,0.48065185546875,-0.031982421875,-0.3670654296875,0.93359375
0.0,2.06756591796875,-0.78582763671875,0.4730224609375,-0.0321044921875,-0.3680419921875,0.9337158203125
0.0,2.09808349609375,-0.79345703125,0.48828125,-0.0322265625,-0.36767578125,0.934814453125
0.0,2.105712890625,-0.823974609375,0.48065185546875,-0.03173828125,-0.3680419921875,0.932861328125
0.0,2.08282470703125,-0.81634521484375,0.46539306640625,-0.0323486328125,-0.367919921875,0.9324951171875
0.0,2.06756591796875,-0.77056884765625,0.48065185546875,-0.032470703125,-0.3677978515625,0.9342041015625
0.0,2.0599365234375,-0.823974609375,0.49591064453125,-0.0322265625,-0.3682861328125,0.93408203125
0.0,2.0294189453125,-0.78582763671875,0.48065185546875,-0.0325927734375,-0.3687744140625,0.9339599609375
0.0,2.0751953125,-0.79345703125,0.48065185546875,-0.0323486328125,-0.368408203125,0.9339599609375
0.0,2.11334228515625,-0.80108642578125,0.49591064453125,-0.0318603515625,-0.3677978515625,0.93212890625
0.0,2.0599365234375,-0.74005126953125,0.48065185546875,-0.03271484375,-0.3682861328125,0.932861328125
0.0,2.0599365234375,-0.78582763671875,0.48065185546875,-0.0322265625,-0.3685302734375,0.9346923828125
0.0,2.09808349609375,-0.80108642578125,0.46539306640625,-0.0321044921875,-0.367919921875,0.93408203125
0.0,2.0751953125,-0.823974609375,0.4730224609375,-0.0323486328125,-0.3682861328125,0.9344482421875
0.0,2.105712890625,-0.78582763671875,0.4730224609375,-0.0323486328125,-0.367919921875,0.93310546875
0.0,2.08282470703125,-0.75531005859375,0.48065185546875,-0.032470703125,-0.367919921875,0.932373046875
0.0,2.01416015625,-0.77056884765625,0.49591064453125,-0.03271484375,-0.367919921875,0.9337158203125
0.0,2.0904541015625,-0.80108642578125,0.46539306640625,-0.0325927734375,-0.3685302734375,0.9342041015625
0.0,2.06756591796875,-0.823974609375,0.43487548828125,-0.0323486328125,-0.3680419921875,0.9329833984375
0.0,2.0751953125,-0.77056884765625,0.457763671875,-0.0322265625,-0.367919921875,0.93310546875
0.0,2.0751953125,-0.79345703125,0.49591064453125,-0.03271484375,-0.3677978515625,0.933837890625
0.0,2.0599365234375,-0.8087158203125,0.46539306640625,-0.0325927734375,-0.3682861328125,0.934326171875
0.0,2.09808349609375,-0.83160400390625,0.4730224609375,-0.0322265625,-0.3680419921875,0.93310546875
0.0,2.0904541015625,-0.78582763671875,0.457763671875,-0.0322265625,-0.3677978515625,0.9332275390625
0.0,2.0751953125,-0.7781982421875,0.48065185546875,-0.03271484375,-0.3677978515625,0.9337158203125
0.0,2.06756591796875,-0.81634521484375,0.4730224609375,-0.0321044921875,-0.3681640625,0.93408203125
0.0,2.11334228515625,-0.823974609375,0.46539306640625,-0.0322265625,-0.3677978515625,0.932861328125
0.0,2.0904541015625,-0.78582763671875,0.46539306640625,-0.0318603515625,-0.3673095703125,0.9326171875
0.0,2.06756591796875,-0.78582763671875,0.48065185546875,-0.031982421875,-0.367431640625,0.9339599609375
0.0,2.08282470703125,-0.823974609375,0.48065185546875,-0.0322265625,-0.3682861328125,0.9337158203125
0.0,2.08282470703125,-0.78582763671875,0.48828125,-0.031982421875,-0.3677978515625,0.9329833984375
0.0,2.08282470703125,-0.7781982421875,0.5035400390625,-0.03271484375,-0.368408203125,0.933837890625
0.0,2.0599365234375,-0.81634521484375,0.4730224609375,-0.031982421875,-0.367919921875,0.9334716796875
0.0,2.0751953125,-0.7781982421875,0.49591064453125,-0.0325927734375,-0.368408203125,0.93310546875
0.0,2.0751953125,-0.78582763671875,0.49591064453125,-0.0323486328125,-0.3681640625,0.9337158203125
0.0,2.09808349609375,-0.83160400390625,0.4730224609375,-0.032470703125,-0.3681640625,0.933349609375
0.0,2.09808349609375,-0.823974609375,0.46539306640625,-0.0322265625,-0.3682861328125,0.933837890625
0.0,2.0599365234375,-0.78582763671875,0.457763671875,-0.032470703125,-0.367431640625,0.93310546875
0.0,2.03704833984375,-0.80108642578125,0.49591064453125,-0.0318603515625,-0.367919921875,0.933837890625
0.0,2.08282470703125,-0.79345703125,0.457763671875,-0.03173828125,-0.3682861328125,0.9349365234375
0.0,2.11334228515625,-0.8087158203125,0.4730224609375,-0.0322265625,-0.3682861328125,0.933349609375
0.0,2.12860107421875,-0.80108642578125,0.48065185546875,-0.031982421875,-0.3682861328125,0.93310546875
0.0,2.06756591796875,-0.7781982421875,0.49591064453125,-0.0322265625,-0.36767578125,0.9329833984375
0.0,2.0751953125,-0.75531005859375,0.46539306640625,-0.032470703125,-0.3680419921875,0.93359375
0.0,2.11334228515625,-0.81634521484375,0.51116943359375,-0.0318603515625,-0.368408203125,0.9346923828125
0.0,2.105712890625,-0.823974609375,0.49591064453125,-0.0318603515625,-0.3680419921875,0.9326171875
0.0,2.08282470703125,-0.7781982421875,0.5035400390625,-0.03173828125,-0.3677978515625,0.9327392578125
0.0,2.0751953125,-0.77056884765625,0.48828125,-0.0321044921875,-0.367919921875,0.9332275390625
0.0,2.105712890625,-0.7781982421875,0.4730224609375,-0.0323486328125,-0.3680419921875,0.93359375
0.0,2.11334228515625,-0.80108642578125,0.48828125,-0.032958984375,-0.36865234375,0.9337158203125
0.0,2.09808349609375,-0.81634521484375,0.49591064453125,-0.032470703125,-0.3677978515625,0.93359375
0.0,2.105712890625,-0.823974609375,0.4730224609375,-0.031494140625,-0.3681640625,0.9326171875
0.0,2.08282470703125,-0.79345703125,0.49591064453125,-0.0325927734375,-0.3675537109375,0.9332275390625
0.0,2.06756591796875,-0.79345703125,0.4730224609375,-0.0323486328125,-0.367431640625,0.9342041015625
0.0,2.09808349609375,-0.81634521484375,0.457763671875,-0.0321044921875,-0.367919921875,0.9337158203125
0.0,2.06756591796875,-0.80108642578125,0.48065185546875,-0.0322265625,-0.3685302734375,0.9337158203125
0.0,2.0751953125,-0.79345703125,0.518798828125,-0.0323486328125,-0.3680419921875,0.9332275390625
0.0,2.09808349609375,-0.7781982421875,0.4425048828125,-0.0318603515625,-0.367919921875,0.933837890625
0.0,2.08282470703125,-0.7781982421875,0.457763671875,-0.031982421875,-0.368408203125,0.9344482421875
0.0,2.08282470703125,-0.8087158203125,0.48065185546875,-0.03173828125,-0.3680419921875,0.933837890625
0.0,2.11334228515625,-0.823974609375,0.46539306640625,-0.03173828125,-0.368408203125,0.933349609375
0.0,2.0751953125,-0.79345703125,0.4425048828125,-0.0318603515625,-0.3681640625,0.932861328125
0.0,2.11334228515625,-0.80108642578125,0.48828125,-0.031982421875,-0.3682861328125,0.93310546875
0.0,2.08282470703125,-0.7781982421875,0.46539306640625,-0.031982421875,-0.3680419921875,0.934326171875
0.0,2.09808349609375,-0.79345703125,0.49591064453125,-0.03173828125,-0.367431640625,0.9344482421875
0.0,2.0904541015625,-0.8544921875,0.457763671875,-0.03125,-0.3680419921875,0.932373046875
0.0,2.09808349609375,-0.78582763671875,0.457763671875,-0.0323486328125,-0.3680419921875,0.932373046875
0.0,2.0599365234375,-0.7781982421875,0.457763671875,-0.0321044921875,-0.36865234375,0.933349609375
0.0,2.044677734375,-0.78582763671875,0.46539306640625,-0.0322265625,-0.3687744140625,0.934814453125
0.0,2.08282470703125,-0.80108642578125,0.49591064453125,-0.0318603515625,-0.3680419921875,0.9345703125
0.0,2.0751953125,-0.80108642578125,0.518798828125,-0.0323486328125,-0.3681640625,0.933837890625
0.0,2.0751953125,-0.79345703125,0.48065185546875,-0.0322265625,-0.3685302734375,0.9332275390625
0.0,2.0751953125,-0.77056884765625,0.49591064453125,-0.032470703125,-0.3682861328125,0.93408203125
0.0,2.0599365234375,-0.78582763671875,0.49591064453125,-0.03271484375,-0.3681640625,0.933837890625
0.0,2.06756591796875,-0.80108642578125,0.48065185546875,-0.0323486328125,-0.3682861328125,0.933349609375
0.0,2.0751953125,-0.78582763671875,0.4730224609375,-0.03271484375,-0.36767578125,0.9324951171875
0.0,2.06756591796875,-0.7781982421875,0.48065185546875,-0.03173828125,-0.3677978515625,0.93310546875
0.0,2.06756591796875,-0.78582763671875,0.48065185546875,-0.0323486328125,-0.367919921875,0.934326171875
0.0,2.105712890625,-0.8087158203125,0.48828125,-0.03173828125,-0.3682861328125,0.9337158203125
0.0,2.08282470703125,-0.8087158203125,0.49591064453125,-0.032958984375,-0.3682861328125,0.9339599609375
0.0,2.0751953125,-0.79345703125,0.49591064453125,-0.0322265625,-0.3673095703125,0.93310546875
0.0,2.0751953125,-0.78582763671875,0.5035400390625,-0.0321044921875,-0.367919921875,0.93310546875
0.0,2.09808349609375,-0.7781982421875,0.45013427734375,-0.031982421875,-0.367431640625,0.9332275390625
0.0,2.08282470703125,-0.7781982421875,0.46539306640625,-0.03271484375,-0.3677978515625,0.9342041015625
0.0,2.11334228515625,-0.8392333984375,0.49591064453125,-0.0322265625,-0.36767578125,0.934326171875
0.0,2.09808349609375,-0.78582763671875,0.4730224609375,-0.03173828125,-0.36767578125,0.931884765625
0.0,2.05230712890625,-0.7781982421875,0.457763671875,-0.0323486328125,-0.3681640625,0.93310546875
0.0,2.05230712890625,-0.79345703125,0.457763671875,-0.0323486328125,-0.368408203125,0.9345703125
0.0,2.0751953125,-0.80108642578125,0.48828125,-0.0318603515625,-0.3682861328125,0.933837890625
0.0,2.08282470703125,-0.78582763671875,0.48065185546875,-0.0323486328125,-0.367919921875,0.9339599609375
0.0,2.0751953125,-0.7781982421875,0.4730224609375,-0.03173828125,-0.3677978515625,0.932861328125
0.0,2.0751953125,-0.80108642578125,0.48065185546875,-0.03173828125,-0.3680419921875,0.933349609375
0.0,2.08282470703125,-0.823974609375,0.43487548828125,-0.0325927734375,-0.36865234375,0.9339599609375
0.0,2.0904541015625,-0.80108642578125,0.48065185546875,-0.0328369140625,-0.36865234375,0.9339599609375
0.0,2.105712890625,-0.79345703125,0.51116943359375,-0.0322265625,-0.3681640625,0.93359375
0.0,2.0599365234375,-0.78582763671875,0.4425048828125,-0.03173828125,-0.3673095703125,0.9332275390625
0.0,2.06756591796875,-0.78582763671875,0.4730224609375,-0.032470703125,-0.36767578125,0.93359375
0.0,2.09808349609375,-0.78582763671875,0.48065185546875,-0.032958984375,-0.367919921875,0.93408203125
0.0,2.06756591796875,-0.823974609375,0.4730224609375,-0.0322265625,-0.36767578125,0.93359375
0.0,2.08282470703125,-0.80108642578125,0.48065185546875,-0.0323486328125,-0.3677978515625,0.933349609375
0.0,2.08282470703125,-0.81634521484375,0.4730224609375,-0.0321044921875,-0.367919921875,0.9329833984375
0.0,2.0751953125,-0.7781982421875,0.457763671875,-0.0318603515625,-0.368408203125,0.93408203125
0.0,2.105712890625,-0.80108642578125,0.46539306640625,-0.03271484375,-0.3680419921875,0.9339599609375
0.0,2.08282470703125,-0.80108642578125,0.5035400390625,-0.0323486328125,-0.367919921875,0.93310546875
0.0,2.08282470703125,-0.80108642578125,0.49591064453125,-0.0321044921875,-0.36767578125,0.93408203125
0.0,2.0751953125,-0.78582763671875,0.49591064453125,-0.031982421875,-0.367431640625,0.933837890625
0.0,2.06756591796875,-0.7781982421875,0.46539306640625,-0.0323486328125,-0.3677978515625,0.93359375
0.0,2.0751953125,-0.78582763671875,0.46539306640625,-0.0322265625,-0.3677978515625,0.9339599609375
0.0,2.08282470703125,-0.8087158203125,0.4730224609375,-0.0322265625,-0.3677978515625,0.9334716796875
0.0,2.0599365234375,-0.8087158203125,0.4730224609375,-0.0321044921875,-0.3677978515625,0.9337158203125
0.0,2.06756591796875,-0.80108642578125,0.48065185546875,-0.0318603515625,-0.367431640625,0.9334716796875
0.0,2.0751953125,-0.7781982421875,0.4730224609375,-0.0322265625,-0.3680419921875,0.9346923828125
0.0,2.08282470703125,-0.78582763671875,0.457763671875,-0.032470703125,-0.367919921875,0.9346923828125
0.0,2.105712890625,-0.7781982421875,0.46539306640625,-0.0322265625,-0.3680419921875,0.93359375
0.0,2.0904541015625,-0.79345703125,0.46539306640625,-0.032470703125,-0.3680419921875,0.93310546875
0.0,2.09808349609375,-0.79345703125,0.48828125,-0.0325927734375,-0.367431640625,0.9334716796875
0.0,2.09808349609375,-0.79345703125,0.457763671875,-0.031982421875,-0.367919921875,0.933837890625
0.0,2.11334228515625,-0.79345703125,0.46539306640625,-0.0318603515625,-0.36767578125,0.933349609375
0.0,2.08282470703125,-0.823974609375,0.48065185546875,-0.03173828125,-0.3677978515625,0.9337158203125
0.0,2.08282470703125,-0.79345703125,0.48065185546875,-0.0323486328125,-0.367431640625,0.933349609375
0.0,2.08282470703125,-0.79345703125,0.5035400390625,-0.031494140625,-0.3687744140625,0.9344482421875
0.0,2.0904541015625,-0.823974609375,0.48065185546875,-0.0330810546875,-0.3681640625,0.93505859375
0.0,2.09808349609375,-0.80108642578125,0.45013427734375,-0.033447265625,-0.3665771484375,0.932861328125
0.0,2.0599365234375,-0.8392333984375,0.4730224609375,-0.0306396484375,-0.369140625,0.9329833984375
0.0,2.06756591796875,-0.75531005859375,0.48828125,-0.031982421875,-0.3687744140625,0.93408203125
0.0,2.09808349609375,-0.79345703125,0.457763671875,-0.0338134765625,-0.3665771484375,0.933837890625
0.0,2.105712890625,-0.8392333984375,0.4730224609375,-0.031005859375,-0.36865234375,0.9345703125
0.0,2.08282470703125,-0.78582763671875,0.5035400390625,-0.0322265625,-0.3682861328125,0.9339599609375
